name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Sunday School House,"Sunday School House offers accommodation in Shrewsbury, 400 metres from Shrewsbury Castle and 500 metres from Shrewsbury Town Council.",Sunday School House 2 Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo,Entire Apartment
Station House,"Station House is situated in Shrewsbury, 29 km from Telford International Centre, 7.6 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys A unique and cosy cottage - optional hot tub,"Located in Church Stretton in the Shropshire region, Pass the Keys A unique and cosy cottage - optional hot tub has a terrace.",Church Stretton,,,Church Stretton,Shropshire,SY6 6DA,UK,,,,,SY6,Holiday home,,Entire Home
Entire ground floor town flat - Fully equipped and stunning.,"Located in Shrewsbury, 28 km from Ironbridge Gorge, Entire ground floor town flat - Fully equipped and stunning.",1 Breidden View,,,Shrewsbury,Shropshire,SY3 8NN,UK,,,,,SY3,Apartment,Hosted by Steve,Entire Apartment
Creamore Grove,"Creamore Grove, a property with a garden, is situated in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury...",Wem,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,,Entire Home
The Maltings,"Housed in a historic building, The Maltings provides accommodation with a garden and free WiFi in Shrewsbury, 25 km from Ironbridge Gorge.",5 Berwick Road,,,Shrewsbury,Shropshire,SY1 2LL,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys Luxury 5 bedroom Riverside home in town centre,"Offering a garden and garden view, Pass the Keys Luxury 5 bedroom Riverside home in town centre is located in Shrewsbury, 25 km from Ironbridge Gorge and...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7AQ,UK,,,,,SY3,Holiday home,,Entire Home
Fair Haven,"Located 24 km from Telford International Centre, Fair Haven provides accommodation with free WiFi and free private parking.",30 Montgomery Way,,,Shrewsbury,Shropshire,SY1 4SW,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town,"Situated in Shrewsbury, Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town is a recently renovated accommodation, 24 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Apartment,,Entire Apartment
Borrowers Cottage,"Located 31 km from Telford International Centre, 9 km from Shrewsbury Cathedral and 13 km from Attingham Park, Borrowers Cottage offers accommodation...",Condover,,,Condover,Shropshire,SY5 7AE,UK,,,,,SY5,Holiday home,,Entire Home
The Carriage House,"The Carriage House is located in Shrewsbury, 27 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1QD,UK,,,,,SY1,Holiday home,,Entire Home
Victoria House,"Boasting a garden and views of garden, Victoria House is a guest house set in a historic building in Church Stretton, 29 km from Ironbridge Gorge.",48 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Guest house,,
Shrewsbury Townhouse with Open Plan Living,"Located 24 km from Telford International Centre, Shrewsbury Townhouse with Open Plan Living provides accommodation with free WiFi and free private parking.",1 Old Heath 7 Hansas,,,Shrewsbury,Shropshire,SY1 4SG,UK,,,,,SY1,Holiday home,,Entire Home
Pickle Cottage,"Located in Church Stretton in the Shropshire region, Pickle Cottage provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PQ,UK,,,,,SY6,Holiday home,,Entire Home
Mountain Edge Resort Mega pod 1,"Boasting a hot tub, Mountain Edge Resort Mega pod 1 is located in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Tregarthens,"Tregarthens is situated in Church Stretton, 43 km from Telford International Centre, 14 km from Stokesay Castle, and 22 km from Shrewsbury Cathedral.",Church Stretton,,,Church Stretton,Shropshire,SY6 7BY,UK,,,,,SY6,Holiday home,,Entire Home
Pippin's Place,"Located in Shrewsbury in the Shropshire region and Ironbridge Gorge reachable within 25 km, Pippin's Place provides accommodation with free WiFi, barbecue...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2HL,UK,,,,,SY1,Holiday home,,Entire Home
The Loft,"The Loft is located in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury Cathedral.",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,Hosted by Leo,Entire Apartment
"21 ,North Street","Providing free WiFi, parking on-site and a garden, the recently renovated property of 21, North Street, offers rooms in Shrewsbury, 25 km from Ironbridge...",21 North Street,,,Shrewsbury,Shropshire,SY1 2JG,UK,,,,,SY1,Homestay,Hosted by Monica Sharma,
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
Pass the Keys 40C 2 bed Celosia Beautiful Town Centre Apartment,"Set in Shrewsbury in the Shropshire region, Pass the Keys 40C 2 bed Celosia Beautiful Town Centre Apartment has a balcony.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2BW,UK,,,,,SY1,Apartment,,Entire Apartment
Pippin's Place,"Located in Shrewsbury in the Shropshire region and Ironbridge Gorge reachable within 25 km, Pippin's Place provides accommodation with free WiFi, barbecue...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2HL,UK,,,,,SY1,Holiday home,,Entire Home
The Generals Quarters,"The Generals Quarters, a property with a garden, is situated in Shrewsbury, 30 km from Telford International Centre, 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 7DN,UK,,,,,SY5,Holiday home,,Entire Home
The Bucks Head Hotel,"Situated in Church Stretton, The Bucks Head Hotel is 29 km from Ironbridge Gorge and features various facilities, such as a garden, a restaurant and a bar.",42 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Hotel,,
Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town,"Situated in Shrewsbury, Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town is a recently renovated accommodation, 24 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Apartment,,Entire Apartment
Anton Guest House Bed and Breakfast,This former Victorian Gentleman's residence is located 10 minutes’ walk from Shrewsbury town centre.,1 Canon St,,,Shrewsbury,Shropshire,SY2 5HG,UK,,,,,SY2,Bed and breakfast,Hosted by Louise Warman,
"2 Bedroom Terrace Cottage, Parking and River Walks","Set 27 km from Telford International Centre, 1.2 km from Shrewsbury Cathedral and 8.",28 Longnor Street,,,Shrewsbury,Shropshire,SY3 8RF,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
1 Royal Oak Cottages,"Located 34 km from Ironbridge Gorge, 1 Royal Oak Cottages provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8AG,UK,,,,,SY5,Holiday home,,Entire Home
5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups...",Ellesmere Road,,,Shrewsbury,Shropshire,SY1 2PR,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups...",Ellesmere Road,,,Shrewsbury,Shropshire,SY1 2PR,UK,,,,,SY1,Holiday home,,Entire Home
Town Centre Cottage 3 Bedroom inc Parking (1 car),"Housed in a historic building, the recently renovated Town Centre Cottage 3 Bedroom inc Parking (1 car) provides accommodation with a garden and free WiFi.",99 Frankwell,,,Shrewsbury,Shropshire,SY3 8JS,UK,,,,,SY3,1 car,,Entire Home
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire Apartment
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 27 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,,Entire Home
Mountain Edge Resort Lodge 3,"Boasting a hot tub, Mountain Edge Resort Lodge 3 is set in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Stylish and modern entire apartment,"Located in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Stylish and modern entire apartment provides accommodation with free WiFi...",22 Longner Street,,,Shrewsbury,Shropshire,SY3 8QX,UK,,,,,SY3,Apartment,Hosted by Nicola,Entire Apartment
"21 ,North Street","Providing free WiFi, parking on-site and a garden, the recently renovated property of 21, North Street, offers rooms in Shrewsbury, 25 km from Ironbridge...",21 North Street,,,Shrewsbury,Shropshire,SY1 2JG,UK,,,,,SY1,Homestay,Hosted by Monica Sharma,
Luxury Mary's Croft with Swedish Hot tub and BBQ HUT,"Set in Shrewsbury, Luxury Mary's Croft with Swedish Hot tub and BBQ HUT offers accommodation with private pool, free WiFi and free private parking for...",sy5 8dh,,,Shrewsbury,Shropshire,SY5 8DH,UK,,,,,SY5,Holiday home,Hosted by Michelle and Neil look forward to you experiencing a peaceful and tranquil time.,Entire Home
Wilderness Lodge,"Wilderness Lodge, a property with a garden, is set in Shelve, 46 km from Telford International Centre, 22 km from Shrewsbury Cathedral, as well as 27 km...",Shelve,,,Shelve,Shropshire,SY5 0PE,UK,,,,,SY5,Holiday home,,Entire Home
Thursdays Corner Tudor Cottage,"Offering mountain views, Thursdays Corner Tudor Cottage is an accommodation situated in Church Stretton, 43 km from Telford International Centre and 14 km...",Thursdays Corner 84 High Street,,,Church Stretton,Shropshire,SY6 6BY,UK,,,,,SY6,Holiday home,,Entire Home
4 Bed in Church Stretton 87695,"Situated in Cardington and only 22 km from Ironbridge Gorge, 4 Bed in Church Stretton 87695 features accommodation with garden views, free WiFi and free...","Court Farm
Gretton",Cardington,,Cardington,Shropshire,SY6 7HU,UK,,,,,SY6,Holiday home,,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
The Garden House,"The Garden House is located in Shrewsbury, 29 km from Telford International Centre, 3.7 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",47 Copthorne Park,,,Shrewsbury,Shropshire,SY3 8TH,UK,,,,,SY3,Apartment,Hosted by Mike Bazeley & Dawn Harrison,Entire Apartment
Ruth's Repose,"Featuring pool views, Ruth's Repose provides accommodation with a garden and a patio, around 31 km from Ironbridge Gorge.",Little Vinnals Bungalow,,,Shrewsbury,Shropshire,SY5 8HF,UK,,,,,SY5,Chalet,,Entire Home
The Wheelhouse,"The Wheelhouse is located in Church Stretton, 40 km from Telford International Centre, 17 km from Stokesay Castle, as well as 19 km from Shrewsbury...",Church Stretton,,,Church Stretton,Shropshire,SY6 7JL,UK,,,,,SY6,Holiday home,,Entire Home
9 Portobello,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 9 Portobello features accommodation with free WiFi and free private...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6BX,UK,,,,,SY2,Holiday home,,Entire Home
The Corbet Arms,"With a traditional restaurant and ale bar, this family-run hotel has a patio garden and scenic views.",Uffington,,,Shrewsbury,Shropshire,SY4 4SN,UK,,,,,SY4,Hotel,,
Pass the Keys Modern flat a short walk from Shrewsbury centre,"Offering a terrace and garden view, Pass the Keys Modern flat a short walk from Shrewsbury centre is situated in Shrewsbury, 25 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7BY,UK,,,,,SY3,Apartment,,Entire Apartment
Pear Tree Cottage,"Boasting inner courtyard views, Pear Tree Cottage offers accommodation with a patio, around 39 km from Ironbridge Gorge.",Great Ness,,,Shrewsbury,Shropshire,SY4 2LE,UK,,,,,SY4,Guest house,Hosted by Sam.,
Pass the Keys A unique and cosy cottage - optional hot tub,"Located in Church Stretton in the Shropshire region, Pass the Keys A unique and cosy cottage - optional hot tub has a terrace.",Church Stretton,,,Church Stretton,Shropshire,SY6 6DA,UK,,,,,SY6,Holiday home,,Entire Home
Willow View,"Willow View is located in Shrewsbury, 27 km from Telford International Centre, 1.3 km from Shrewsbury Cathedral, as well as 8.9 km from Attingham Park.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,,Entire Home
Immaculate 2-Bed Villa in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Immaculate 2-Bed Villa in Shrewsbury features accommodation with free WiFi and free private parking.",5 Thorns Grove,,,Shrewsbury,Shropshire,SY3 5BY,UK,,,,,SY3,Villa,,Entire Home
Pass the Keys Shrewsbury Grade 2 Listed Black White Cottage,"Located in Shrewsbury in the Shropshire region, with Attingham Park nearby, Pass the Keys Shrewsbury Grade 2 Listed Black White Cottage provides...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 6QE,UK,,,,,SY5,Holiday home,,Entire Home
Orchard View,"Located in Woolstaston in the Shropshire region, Orchard View features a patio.",Smethcott Bank,,,Woolstaston,,SY5 8DG,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys A unique and cosy cottage - optional hot tub,"Located in Church Stretton in the Shropshire region, Pass the Keys A unique and cosy cottage - optional hot tub has a terrace.",Church Stretton,,,Church Stretton,Shropshire,SY6 6DA,UK,,,,,SY6,Holiday home,,Entire Home
Boutique Shrewsbury Rooms,"Located within 25 km of Telford International Centre and 50 km of Chillington Hall in Shrewsbury, Boutique Shrewsbury Rooms provides accommodation with...",14A Underdale Road,,,Shrewsbury,Shropshire,SY2 5DL,UK,,,,,SY2,Homestay,,
The Granary,"The Granary, a property with a garden, is situated in Shrewsbury, 31 km from Telford International Centre, 10 km from Shrewsbury Cathedral, as well as 13...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 7EF,UK,,,,,SY5,Holiday home,,Entire Home
Spacious first floor apartment in the centre of Church Stretton with free parking,"Offering mountain views, Spacious first floor apartment in the centre of Church Stretton with free parking is an accommodation located in Church Stretton,...",Sandford Avenue 2 Lorne House,,,Church Stretton,Shropshire,SY6 6BW,UK,,,,,SY6,Apartment,Hosted by Elaine,Entire Apartment
Callow Lodge 15,"Boasting a sauna, Callow Lodge 15 is set in Hadnall. The property is located 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
The Parlour - Uk10958,"The Parlour - Uk10958, a property with a garden, is set in Walford, 18 km from Shrewsbury Cathedral, 20 km from Whittington Castle, as well as 25 km from...",Walford,,,Walford,Shropshire,SY4 3SA,UK,,,,,SY4,Holiday home,,Entire Home
The Grange at Hencote,"Boasting a hot tub, The Grange at Hencote is located in Shrewsbury. This property offers access to a terrace and free private parking.",Hencote,Crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Holiday home,,Entire Home
Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town,"Situated in Shrewsbury, Pass the Keys Modern and Stylish 2 Bedroom Apartment close to town is a recently renovated accommodation, 24 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Apartment,,Entire Apartment
Burlton Inn,"Located in Burlton which is a lovely quiet village on the road between Shrewsbury and Ellesmere, Burlton Inn features traditional homemade fresh pub food,...",Burlton,Shropshire,,Burlton,Shropshire,SY4 5TB,UK,,,,,SY4,Inn,,
The Olde Granary - E4298,"The Olde Granary - E4298, a property with a garden, is situated in Cardeston, 35 km from Telford International Centre, 11 km from Shrewsbury Cathedral, as...",Cardeston,,,Cardeston,Shropshire,SY5 0UY,UK,,,,,SY5,Holiday home,,Entire Home
Pickle Cottage,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Pickle Cottage features accommodation with garden views, free WiFi and free private...",1 Crossways,,,Church Stretton,Shropshire,SY6 6PQ,UK,,,,,SY6,Holiday home,,Entire Home
1 Royal Oak Cottages,"Located 34 km from Ironbridge Gorge, 1 Royal Oak Cottages provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8AG,UK,,,,,SY5,Holiday home,,Entire Home
"2 Bedroom Terrace Cottage, Parking and River Walks","Set 27 km from Telford International Centre, 1.2 km from Shrewsbury Cathedral and 8.",28 Longnor Street,,,Shrewsbury,Shropshire,SY3 8RF,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
College Hill Shrewsbury,"Offering city views, College Hill Shrewsbury is an accommodation located in Shrewsbury, 27 km from Telford International Centre and 400 metres from...",College Hill,,,Shrewsbury,Shropshire,SY1 1LT,UK,,,,,SY1,Apartment,Hosted by Karl,Entire Apartment
Spenford House 1640 listed house Idilic Location pub walking distance,"Located in Shrewsbury and only 42 km from Telford International Centre, Spenford House 1640 listed house Idilic Location pub walking distance provides...",sy4 5ng,,,Shrewsbury,Shropshire,SY4 5NG,UK,,,,,SY4,Bed and breakfast,Hosted by Kerrie Griffin,
Ineff Barn,"Situated in Pontesbury in the Shropshire region, Ineff Barn features accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0UH,UK,,,,,SY5,Holiday home,,Entire Home
Woodpeckers Cottage,"Woodpeckers Cottage, a property with barbecue facilities, is situated in Church Stretton, 14 km from Stokesay Castle, 22 km from Shrewsbury Cathedral, as...",Church Stretton,,,Church Stretton,Shropshire,SY6 6DP,UK,,,,,SY6,Holiday home,,Entire Home
The Carriage House,"The Carriage House is located in Shrewsbury, 27 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1QD,UK,,,,,SY1,Holiday home,,Entire Home
Creamore Grove,"Creamore Grove, a property with a garden, is situated in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury...",Wem,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,,Entire Home
Ravelstone,"Located in Church Stretton in the Shropshire region, Ravelstone features a patio.",5 Shrewsbury Road,,,Church Stretton,Shropshire,SY6 6JA,UK,,,,,SY6,Holiday home,,Entire Home
Hillgate House,"Hillgate House, a property with a garden, is located in Bromlow, 23 km from Clun Castle, 25 km from Dolforwyn Castle, as well as 26 km from Shrewsbury...",Bromlow,,,Bromlow,Shropshire,SY5 0HJ,UK,,,,,SY5,Holiday home,,Entire Home
"21 ,North Street","Providing free WiFi, parking on-site and a garden, the recently renovated property of 21, North Street, offers rooms in Shrewsbury, 25 km from Ironbridge...",21 North Street,,,Shrewsbury,Shropshire,SY1 2JG,UK,,,,,SY1,Homestay,Hosted by Monica Sharma,
4 Bed in Church Stretton 87695,"Situated in Cardington and only 22 km from Ironbridge Gorge, 4 Bed in Church Stretton 87695 features accommodation with garden views, free WiFi and free...","Court Farm
Gretton",Cardington,,Cardington,Shropshire,SY6 7HU,UK,,,,,SY6,Holiday home,,Entire Home
Black Lion Barn Retreat,"Black Lion Barn Retreat, a property with a garden, is located in Shrewsbury, 19 km from Attingham Park, 29 km from Stokesay Castle, as well as 30 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8EA,UK,,,,,SY5,Holiday home,,Entire Home
Hill Brow,"Hill Brow, a property with barbecue facilities, is set in Acton Scott, 38 km from Telford International Centre, 12 km from Stokesay Castle, as well as 23...",Acton Scott,,,Acton Scott,Shropshire,SY6 6QP,UK,,,,,SY6,Holiday home,,Entire Home
Large Ground floor apartment in the heart of Church Stretton with free parking,"Offering inner courtyard views, Large Ground floor apartment in the heart of Church Stretton with free parking is an accommodation set in Church Stretton,...",Sandford Avenue 1 Lorne House,,,Church Stretton,Shropshire,SY6 6BW,UK,,,,,SY6,Apartment,Hosted by Elaine,Entire Apartment
12A College Hill by Sleep Shrewsbury,12A College Hill is located in Shrewsbury. Free WiFi access is available in this holiday home.,12A College Hill,,,Shrewsbury,Shropshire,SY1 1LZ,UK,,,,,SY1,Holiday home,Hosted by Jeni P,Entire Home
Dragonfly Lodge,"Dragonfly Lodge, a property with a garden, is set in Shrewsbury, 48 km from Telford International Centre, 24 km from Shrewsbury Cathedral, as well as 27 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 9JP,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Stylish modern two bedroom home in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Stylish modern two bedroom home in Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6JF,UK,,,,,SY2,Holiday home,,Entire Home
The Garden House,"The Garden House is located in Shrewsbury, 29 km from Telford International Centre, 3.7 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",47 Copthorne Park,,,Shrewsbury,Shropshire,SY3 8TH,UK,,,,,SY3,Apartment,Hosted by Mike Bazeley & Dawn Harrison,Entire Apartment
Cosy and quiet one bed barn conversion.,"Set 49 km from Telford International Centre, 10 km from Stokesay Castle and 22 km from Ludlow Castle, Cosy and quiet one bed barn conversion.",Hamperley Farm,,,Church Stretton,Shropshire,SY6 6PT,UK,,,,,SY6,Holiday home,Hosted by Chris & Kirsty,Entire Home
Pass the Keys Town Location for Shrewsbury with 3 Bedrooms,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Town Location for Shrewsbury with 3 Bedrooms features a terrace.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,,Entire Home
Abbey Foregate,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Abbey Foregate offers accommodation with free WiFi and free private parking.",Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,,Entire Home
High Bank,"Set in Pontesbury in the Shropshire region, High Bank offers accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0YE,UK,,,,,SY5,Holiday home,,Entire Home
Countryside in the Town.,"Countryside in the Town., a property with a garden and a terrace, is located in Harlescott, 50 km from Chillington Hall, 4 km from Shrewsbury Cathedral, as...",55 Whitemere Road,,,Harlescott,Shropshire,SY1 3BY,UK,,,,,SY1,Apartment,Hosted by Adrian,Entire Apartment
Hereford Road Shrewsbury Cottage,"Offering garden views, Hereford Road Shrewsbury Cottage is an accommodation set in Shrewsbury, 26 km from Telford International Centre and 1.",98 Hereford Road,,,Shrewsbury,Shropshire,SY3 7RA,UK,,,,,SY3,Apartment,,Entire Apartment
"Coach House, Shrewsbury Town","Situated 25 km from Telford International Centre, 400 metres from Shrewsbury Cathedral and 7.",St Julians Cresent,,,Shrewsbury,Shropshire,SY1 1UD,UK,,,,,SY1,Holiday home,,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
Hereford Road Shrewsbury Cottage,"Offering garden views, Hereford Road Shrewsbury Cottage is an accommodation set in Shrewsbury, 26 km from Telford International Centre and 1.",98 Hereford Road,,,Shrewsbury,Shropshire,SY3 7RA,UK,,,,,SY3,Apartment,,Entire Apartment
4 Bed in Shrewsbury 50180,"Located 35 km from Ironbridge Gorge, 4 Bed in Shrewsbury 50180 provides accommodation with free WiFi and free private parking.","The Barn At Cedarway
Chapel Street
Pontesbury",,,Pontesbury,Shropshire,SY5 0RJ,UK,,,,,SY5,Holiday home,,Entire Home
Cherry Pod 2,"Situated in Shrewsbury in the Shropshire region, Cherry Pod 2 features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys Cheerful and modern one bedroom home with parking,"Pass the Keys Cheerful and modern one bedroom home with parking, a property with a garden, is situated in Shrewsbury, 28 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 6DN,UK,,,,,SY3,Holiday home,,Entire Home
Cranberry Cottage,"Set 50 km from Telford International Centre, 23 km from Clun Castle and 26 km from Shrewsbury Cathedral, Cranberry Cottage provides accommodation situated...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0JF,UK,,,,,SY5,Holiday home,,Entire Home
Grove Farm Cottage,"Set in Condover in the Shropshire region, Grove Farm Cottage offers accommodation with free WiFi and free private parking.",Condover,,,Condover,Shropshire,SY5 7BH,UK,,,,,SY5,Holiday home,,Entire Home
Mynd House,Mynd House is located 1.2 miles from Church Stretton. This property offers free parking and is a short walk away from two local pubs.,Ludlow Road,Little Stretton,Shropshire,Church Stretton,Shropshire,SY6 6RB,UK,,,,,SY6,Bed and breakfast,,
Sunny Corner,"Sunny Corner, a property with barbecue facilities, is set in Church Stretton, 43 km from Telford International Centre, 13 km from Stokesay Castle, as well...",Church Stretton,,,Church Stretton,Shropshire,SY6 6DD,UK,,,,,SY6,Holiday home,,Entire Home
Shrewsbury Cottage,"Offering a garden and garden view, Shrewsbury Cottage is located in Shrewsbury, 23 km from Telford International Centre and 47 km from Chillington Hall.",112 London Road,,,Shrewsbury,Shropshire,SY2 6PP,UK,,,,,SY2,Holiday home,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire Home
Orchard Cottage,"Orchard Cottage, a property with a garden, is situated in Shrewsbury, 40 km from Telford International Centre, 43 km from Ironbridge Gorge, as well as 45...",Shrewsbury,,,Shrewsbury,Shropshire,SY4 5RT,UK,,,,,SY4,Holiday home,,Entire Home
The Station,"Situated directly opposite Shrewsbury rail station, the The Station overlooks the red sandstone of Shrewsbury Castle and benefits from a location in the...",4 Castle Foregate,,,Shrewsbury,Shropshire,SY1 2DJ,UK,,,,,SY1,Hotel,,
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire Home
The Barn,"The Barn, a property with a garden, is situated in Preesgreen, 40 km from Trentham Gardens, 42 km from Ironbridge Gorge, as well as 46 km from Chester...",Preesgreen,,,Preesgreen,Shropshire,SY4 5LR,UK,,,,,SY4,Apartment,,Entire Apartment
